run_name,run_dir,seed,device,img_size,batch_size,epochs_requested,epochs_executed,learning_rate,optimizer,dropout_fc,weight_decay,use_early_stopping,early_stopping_patience,best_val_acc,best_epoch,final_val_acc,final_val_loss,total_training_time_sec,test_accuracy,test_precision_macro,test_recall_macro,test_f1_macro,best_model_path,metrics_file,experiment_group,run_folder
imagensCNNfase2_2026-04-17_18-19-42_bs16_ep50_lr0.0005_optSGD_df0.3_wd0.0,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase2\imagensCNNfase2_2026-04-17_18-19-42_bs16_ep50_lr0.0005_optSGD_df0.3_wd0.0,42,cuda,256,16,50,50,0.0005,SGD,0.3,0.0,False,10,0.99007,23,0.988789,0.043385,2435.5569,0.986876,0.986894,0.986874,0.986876,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase2\imagensCNNfase2_2026-04-17_18-19-42_bs16_ep50_lr0.0005_optSGD_df0.3_wd0.0\best_model.pt,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase2\imagensCNNfase2_2026-04-17_18-19-42_bs16_ep50_lr0.0005_optSGD_df0.3_wd0.0\metrics.json,imagensCNNfase2,imagensCNNfase2_2026-04-17_18-19-42_bs16_ep50_lr0.0005_optSGD_df0.3_wd0.0
imagensCNNfase1_1_2026-04-17_17-19-42_bs32_ep50_lr0.0001_optRMSprop_df0.5_wd0.0001,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase1_1\imagensCNNfase1_1_2026-04-17_17-19-42_bs32_ep50_lr0.0001_optRMSprop_df0.5_wd0.0001,42,cuda,256,32,50,50,0.0001,RMSprop,0.5,0.0001,False,10,0.988789,30,0.981422,0.060624,2503.9065,0.986876,0.986944,0.98688,0.986875,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase1_1\imagensCNNfase1_1_2026-04-17_17-19-42_bs32_ep50_lr0.0001_optRMSprop_df0.5_wd0.0001\best_model.pt,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase1_1\imagensCNNfase1_1_2026-04-17_17-19-42_bs32_ep50_lr0.0001_optRMSprop_df0.5_wd0.0001\metrics.json,imagensCNNfase1_1,imagensCNNfase1_1_2026-04-17_17-19-42_bs32_ep50_lr0.0001_optRMSprop_df0.5_wd0.0001
imagensCNNfase1_2026-04-16_18-02-30_bs16_ep50_lr0.0005_optAdamW_df0.5_wd0.0001,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase1\imagensCNNfase1_2026-04-16_18-02-30_bs16_ep50_lr0.0005_optAdamW_df0.5_wd0.0001,42,cuda,256,16,50,50,0.0005,AdamW,0.5,0.0001,False,10,0.99007,49,0.985586,0.051648,2541.7738,0.986556,0.98657,0.986554,0.986556,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase1\imagensCNNfase1_2026-04-16_18-02-30_bs16_ep50_lr0.0005_optAdamW_df0.5_wd0.0001\best_model.pt,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase1\imagensCNNfase1_2026-04-16_18-02-30_bs16_ep50_lr0.0005_optAdamW_df0.5_wd0.0001\metrics.json,imagensCNNfase1,imagensCNNfase1_2026-04-16_18-02-30_bs16_ep50_lr0.0005_optAdamW_df0.5_wd0.0001
imagensCNNfase5_2026-04-22_02-54-27_bs16_ep50_lr0.0007_optAdamW_df0.7_wd0.0001,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase5\imagensCNNfase5_2026-04-22_02-54-27_bs16_ep50_lr0.0007_optAdamW_df0.7_wd0.0001,42,cuda,256,16,50,50,0.0007,AdamW,0.7,0.0001,False,10,0.988149,37,0.986227,0.055294,2557.3334,0.986556,0.986587,0.986553,0.986555,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase5\imagensCNNfase5_2026-04-22_02-54-27_bs16_ep50_lr0.0007_optAdamW_df0.7_wd0.0001\best_model.pt,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase5\imagensCNNfase5_2026-04-22_02-54-27_bs16_ep50_lr0.0007_optAdamW_df0.7_wd0.0001\metrics.json,imagensCNNfase5,imagensCNNfase5_2026-04-22_02-54-27_bs16_ep50_lr0.0007_optAdamW_df0.7_wd0.0001
imagensCNNfase5_2026-04-21_21-56-08_bs16_ep50_lr0.0007_optAdam_df0.6_wd0.0,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase5\imagensCNNfase5_2026-04-21_21-56-08_bs16_ep50_lr0.0007_optAdam_df0.6_wd0.0,42,cuda,256,16,50,50,0.0007,Adam,0.6,0.0,False,10,0.988789,49,0.986227,0.052748,2542.2591,0.986556,0.986578,0.986554,0.986555,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase5\imagensCNNfase5_2026-04-21_21-56-08_bs16_ep50_lr0.0007_optAdam_df0.6_wd0.0\best_model.pt,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase5\imagensCNNfase5_2026-04-21_21-56-08_bs16_ep50_lr0.0007_optAdam_df0.6_wd0.0\metrics.json,imagensCNNfase5,imagensCNNfase5_2026-04-21_21-56-08_bs16_ep50_lr0.0007_optAdam_df0.6_wd0.0
imagensCNNfase5_2026-04-22_00-46-50_bs16_ep50_lr0.0007_optAdamW_df0.6_wd0.0,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase5\imagensCNNfase5_2026-04-22_00-46-50_bs16_ep50_lr0.0007_optAdamW_df0.6_wd0.0,42,cuda,256,16,50,50,0.0007,AdamW,0.6,0.0,False,10,0.988789,49,0.986227,0.052748,2543.3439,0.986556,0.986578,0.986554,0.986555,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase5\imagensCNNfase5_2026-04-22_00-46-50_bs16_ep50_lr0.0007_optAdamW_df0.6_wd0.0\best_model.pt,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase5\imagensCNNfase5_2026-04-22_00-46-50_bs16_ep50_lr0.0007_optAdamW_df0.6_wd0.0\metrics.json,imagensCNNfase5,imagensCNNfase5_2026-04-22_00-46-50_bs16_ep50_lr0.0007_optAdamW_df0.6_wd0.0
imagensCNNfase1_1_2026-04-17_10-53-07_bs32_ep50_lr0.001_optAdamW_df0.5_wd0.0001,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase1_1\imagensCNNfase1_1_2026-04-17_10-53-07_bs32_ep50_lr0.001_optAdamW_df0.5_wd0.0001,42,cuda,256,32,50,50,0.001,AdamW,0.5,0.0001,False,10,0.991031,34,0.985906,0.073393,2639.9885,0.986556,0.986675,0.986551,0.986555,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase1_1\imagensCNNfase1_1_2026-04-17_10-53-07_bs32_ep50_lr0.001_optAdamW_df0.5_wd0.0001\best_model.pt,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase1_1\imagensCNNfase1_1_2026-04-17_10-53-07_bs32_ep50_lr0.001_optAdamW_df0.5_wd0.0001\metrics.json,imagensCNNfase1_1,imagensCNNfase1_1_2026-04-17_10-53-07_bs32_ep50_lr0.001_optAdamW_df0.5_wd0.0001
imagensCNNfase1_2026-04-16_13-51-10_bs16_ep50_lr0.001_optAdam_df0.5_wd0.0001,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase1\imagensCNNfase1_2026-04-16_13-51-10_bs16_ep50_lr0.001_optAdam_df0.5_wd0.0001,42,cuda,256,16,50,50,0.001,Adam,0.5,0.0001,False,10,0.985586,40,0.974375,0.087992,2534.3549,0.986236,0.986253,0.986234,0.986235,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase1\imagensCNNfase1_2026-04-16_13-51-10_bs16_ep50_lr0.001_optAdam_df0.5_wd0.0001\best_model.pt,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase1\imagensCNNfase1_2026-04-16_13-51-10_bs16_ep50_lr0.001_optAdam_df0.5_wd0.0001\metrics.json,imagensCNNfase1,imagensCNNfase1_2026-04-16_13-51-10_bs16_ep50_lr0.001_optAdam_df0.5_wd0.0001
imagensCNNfase5_2026-04-21_22-38-36_bs16_ep50_lr0.0007_optAdam_df0.6_wd0.0001,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase5\imagensCNNfase5_2026-04-21_22-38-36_bs16_ep50_lr0.0007_optAdam_df0.6_wd0.0001,42,cuda,256,16,50,50,0.0007,Adam,0.6,0.0001,False,10,0.988469,36,0.986867,0.040108,2566.2562,0.985915,0.986016,0.985911,0.985915,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase5\imagensCNNfase5_2026-04-21_22-38-36_bs16_ep50_lr0.0007_optAdam_df0.6_wd0.0001\best_model.pt,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase5\imagensCNNfase5_2026-04-21_22-38-36_bs16_ep50_lr0.0007_optAdam_df0.6_wd0.0001\metrics.json,imagensCNNfase5,imagensCNNfase5_2026-04-21_22-38-36_bs16_ep50_lr0.0007_optAdam_df0.6_wd0.0001
imagensCNNfase4_2026-04-20_02-57-05_bs16_ep50_lr0.0005_optSGD_df0.6_wd1e-05,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase4\imagensCNNfase4_2026-04-20_02-57-05_bs16_ep50_lr0.0005_optSGD_df0.6_wd1e-05,42,cuda,256,16,50,50,0.0005,SGD,0.6,1e-05,False,10,0.990711,44,0.988149,0.042799,2488.4223,0.985595,0.985604,0.985597,0.985595,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase4\imagensCNNfase4_2026-04-20_02-57-05_bs16_ep50_lr0.0005_optSGD_df0.6_wd1e-05\best_model.pt,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase4\imagensCNNfase4_2026-04-20_02-57-05_bs16_ep50_lr0.0005_optSGD_df0.6_wd1e-05\metrics.json,imagensCNNfase4,imagensCNNfase4_2026-04-20_02-57-05_bs16_ep50_lr0.0005_optSGD_df0.6_wd1e-05
imagensCNNfase4_2026-04-20_20-11-13_bs16_ep100_lr0.0005_optSGD_df0.6_wd1e-05,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase4\imagensCNNfase4_2026-04-20_20-11-13_bs16_ep100_lr0.0005_optSGD_df0.6_wd1e-05,42,cuda,256,16,100,100,0.0005,SGD,0.6,1e-05,False,10,0.990711,44,0.987828,0.058079,4947.8202,0.985595,0.985604,0.985597,0.985595,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase4\imagensCNNfase4_2026-04-20_20-11-13_bs16_ep100_lr0.0005_optSGD_df0.6_wd1e-05\best_model.pt,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase4\imagensCNNfase4_2026-04-20_20-11-13_bs16_ep100_lr0.0005_optSGD_df0.6_wd1e-05\metrics.json,imagensCNNfase4,imagensCNNfase4_2026-04-20_20-11-13_bs16_ep100_lr0.0005_optSGD_df0.6_wd1e-05
cnn_base_interval_10_2026-04-15_17-37-33_bs32_ep50_lr0.001_optAdam_df0.5_wd0.0001,C:\tcc mesonet\experiments\cnn_baseline\base\cnn_base_interval_10_2026-04-15_17-37-33_bs32_ep50_lr0.001_optAdam_df0.5_wd0.0001,42,cuda,256,32,50,30,0.001,Adam,0.5,0.0001,True,10,0.986867,20,0.94779,0.140453,1744.1329,0.985275,0.985276,0.985275,0.985275,C:\tcc mesonet\experiments\cnn_baseline\base\cnn_base_interval_10_2026-04-15_17-37-33_bs32_ep50_lr0.001_optAdam_df0.5_wd0.0001\best_model.pt,C:\tcc mesonet\experiments\cnn_baseline\base\cnn_base_interval_10_2026-04-15_17-37-33_bs32_ep50_lr0.001_optAdam_df0.5_wd0.0001\metrics.json,base,cnn_base_interval_10_2026-04-15_17-37-33_bs32_ep50_lr0.001_optAdam_df0.5_wd0.0001
imagensCNNfase7_2026-04-23_16-53-07_bs16_ep100_lr0.0003_optRMSprop_df0.3_wd0.0,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase7\imagensCNNfase7_2026-04-23_16-53-07_bs16_ep100_lr0.0003_optRMSprop_df0.3_wd0.0,42,cuda,256,16,100,100,0.0003,RMSprop,0.3,0.0,False,10,0.986227,26,0.9795,0.215603,5043.7485,0.984635,0.984637,0.984636,0.984635,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase7\imagensCNNfase7_2026-04-23_16-53-07_bs16_ep100_lr0.0003_optRMSprop_df0.3_wd0.0\best_model.pt,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase7\imagensCNNfase7_2026-04-23_16-53-07_bs16_ep100_lr0.0003_optRMSprop_df0.3_wd0.0\metrics.json,imagensCNNfase7,imagensCNNfase7_2026-04-23_16-53-07_bs16_ep100_lr0.0003_optRMSprop_df0.3_wd0.0
imagensCNNfase1_2026-04-16_21-33-06_bs16_ep50_lr0.0001_optRMSprop_df0.5_wd0.0001,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase1\imagensCNNfase1_2026-04-16_21-33-06_bs16_ep50_lr0.0001_optRMSprop_df0.5_wd0.0001,42,cuda,256,16,50,50,0.0001,RMSprop,0.5,0.0001,False,10,0.987828,18,0.985586,0.038342,2538.9978,0.984315,0.984465,0.984309,0.984314,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase1\imagensCNNfase1_2026-04-16_21-33-06_bs16_ep50_lr0.0001_optRMSprop_df0.5_wd0.0001\best_model.pt,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase1\imagensCNNfase1_2026-04-16_21-33-06_bs16_ep50_lr0.0001_optRMSprop_df0.5_wd0.0001\metrics.json,imagensCNNfase1,imagensCNNfase1_2026-04-16_21-33-06_bs16_ep50_lr0.0001_optRMSprop_df0.5_wd0.0001
imagensCNNfase1_1_2026-04-17_14-33-00_bs32_ep50_lr0.0005_optRMSprop_df0.5_wd0.0001,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase1_1\imagensCNNfase1_1_2026-04-17_14-33-00_bs32_ep50_lr0.0005_optRMSprop_df0.5_wd0.0001,42,cuda,256,32,50,50,0.0005,RMSprop,0.5,0.0001,False,10,0.981102,49,0.96829,0.119612,2504.6977,0.975352,0.97536,0.975354,0.975352,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase1_1\imagensCNNfase1_1_2026-04-17_14-33-00_bs32_ep50_lr0.0005_optRMSprop_df0.5_wd0.0001\best_model.pt,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase1_1\imagensCNNfase1_1_2026-04-17_14-33-00_bs32_ep50_lr0.0005_optRMSprop_df0.5_wd0.0001\metrics.json,imagensCNNfase1_1,imagensCNNfase1_1_2026-04-17_14-33-00_bs32_ep50_lr0.0005_optRMSprop_df0.5_wd0.0001
imagensCNNfase1_2026-04-16_18-44-57_bs16_ep50_lr0.0005_optRMSprop_df0.5_wd0.0001,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase1\imagensCNNfase1_2026-04-16_18-44-57_bs16_ep50_lr0.0005_optRMSprop_df0.5_wd0.0001,42,cuda,256,16,50,50,0.0005,RMSprop,0.5,0.0001,False,10,0.970211,33,0.95836,0.114941,2535.7311,0.974072,0.974089,0.97407,0.974071,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase1\imagensCNNfase1_2026-04-16_18-44-57_bs16_ep50_lr0.0005_optRMSprop_df0.5_wd0.0001\best_model.pt,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase1\imagensCNNfase1_2026-04-16_18-44-57_bs16_ep50_lr0.0005_optRMSprop_df0.5_wd0.0001\metrics.json,imagensCNNfase1,imagensCNNfase1_2026-04-16_18-44-57_bs16_ep50_lr0.0005_optRMSprop_df0.5_wd0.0001
imagensCNNfase5_2026-04-21_19-47-13_bs16_ep50_lr0.0005_optRMSprop_df0.6_wd0.0001,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase5\imagensCNNfase5_2026-04-21_19-47-13_bs16_ep50_lr0.0005_optRMSprop_df0.6_wd0.0001,42,cuda,256,16,50,50,0.0005,RMSprop,0.6,0.0001,False,10,0.974696,37,0.971172,0.096785,2575.3446,0.973752,0.973757,0.973753,0.973752,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase5\imagensCNNfase5_2026-04-21_19-47-13_bs16_ep50_lr0.0005_optRMSprop_df0.6_wd0.0001\best_model.pt,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase5\imagensCNNfase5_2026-04-21_19-47-13_bs16_ep50_lr0.0005_optRMSprop_df0.6_wd0.0001\metrics.json,imagensCNNfase5,imagensCNNfase5_2026-04-21_19-47-13_bs16_ep50_lr0.0005_optRMSprop_df0.6_wd0.0001
imagensCNNfase5_2026-04-22_05-45-07_bs16_ep50_lr0.0007_optRMSprop_df0.7_wd0.0001,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase5\imagensCNNfase5_2026-04-22_05-45-07_bs16_ep50_lr0.0007_optRMSprop_df0.7_wd0.0001,42,cuda,256,16,50,50,0.0007,RMSprop,0.7,0.0001,False,10,0.962844,50,0.962844,0.120535,2592.1395,0.963188,0.963515,0.96318,0.963181,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase5\imagensCNNfase5_2026-04-22_05-45-07_bs16_ep50_lr0.0007_optRMSprop_df0.7_wd0.0001\best_model.pt,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase5\imagensCNNfase5_2026-04-22_05-45-07_bs16_ep50_lr0.0007_optRMSprop_df0.7_wd0.0001\metrics.json,imagensCNNfase5,imagensCNNfase5_2026-04-22_05-45-07_bs16_ep50_lr0.0007_optRMSprop_df0.7_wd0.0001
imagensCNNfase1_1_2026-04-17_11-37-13_bs32_ep50_lr0.001_optRMSprop_df0.5_wd0.0001,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase1_1\imagensCNNfase1_1_2026-04-17_11-37-13_bs32_ep50_lr0.001_optRMSprop_df0.5_wd0.0001,42,cuda,256,32,50,50,0.001,RMSprop,0.5,0.0001,False,10,0.952594,36,0.86483,0.470368,2499.4562,0.954225,0.954242,0.954223,0.954225,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase1_1\imagensCNNfase1_1_2026-04-17_11-37-13_bs32_ep50_lr0.001_optRMSprop_df0.5_wd0.0001\best_model.pt,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase1_1\imagensCNNfase1_1_2026-04-17_11-37-13_bs32_ep50_lr0.001_optRMSprop_df0.5_wd0.0001\metrics.json,imagensCNNfase1_1,imagensCNNfase1_1_2026-04-17_11-37-13_bs32_ep50_lr0.001_optRMSprop_df0.5_wd0.0001
imagensCNNfase5_2026-04-22_04-19-45_bs16_ep50_lr0.0007_optRMSprop_df0.6_wd0.0001,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase5\imagensCNNfase5_2026-04-22_04-19-45_bs16_ep50_lr0.0007_optRMSprop_df0.6_wd0.0001,42,cuda,256,16,50,50,0.0007,RMSprop,0.6,0.0001,False,10,0.954837,42,0.908712,0.205879,2565.1632,0.952945,0.953047,0.95294,0.952942,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase5\imagensCNNfase5_2026-04-22_04-19-45_bs16_ep50_lr0.0007_optRMSprop_df0.6_wd0.0001\best_model.pt,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase5\imagensCNNfase5_2026-04-22_04-19-45_bs16_ep50_lr0.0007_optRMSprop_df0.6_wd0.0001\metrics.json,imagensCNNfase5,imagensCNNfase5_2026-04-22_04-19-45_bs16_ep50_lr0.0007_optRMSprop_df0.6_wd0.0001
imagensCNNfase5_2026-04-21_21-12-53_bs16_ep50_lr0.0005_optRMSprop_df0.7_wd0.0001,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase5\imagensCNNfase5_2026-04-21_21-12-53_bs16_ep50_lr0.0005_optRMSprop_df0.7_wd0.0001,42,cuda,256,16,50,50,0.0005,RMSprop,0.7,0.0001,False,10,0.555093,7,0.49968,0.693806,2588.6905,0.581306,0.581509,0.581321,0.581071,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase5\imagensCNNfase5_2026-04-21_21-12-53_bs16_ep50_lr0.0005_optRMSprop_df0.7_wd0.0001\best_model.pt,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase5\imagensCNNfase5_2026-04-21_21-12-53_bs16_ep50_lr0.0005_optRMSprop_df0.7_wd0.0001\metrics.json,imagensCNNfase5,imagensCNNfase5_2026-04-21_21-12-53_bs16_ep50_lr0.0005_optRMSprop_df0.7_wd0.0001
imagensCNNfase1_2026-04-16_15-56-54_bs16_ep50_lr0.001_optRMSprop_df0.5_wd0.0001,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase1\imagensCNNfase1_2026-04-16_15-56-54_bs16_ep50_lr0.001_optRMSprop_df0.5_wd0.0001,42,cuda,256,16,50,50,0.001,RMSprop,0.5,0.0001,False,10,0.54196,43,0.505125,1.077158,2526.256,0.53201,0.532031,0.532017,0.531961,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase1\imagensCNNfase1_2026-04-16_15-56-54_bs16_ep50_lr0.001_optRMSprop_df0.5_wd0.0001\best_model.pt,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase1\imagensCNNfase1_2026-04-16_15-56-54_bs16_ep50_lr0.001_optRMSprop_df0.5_wd0.0001\metrics.json,imagensCNNfase1,imagensCNNfase1_2026-04-16_15-56-54_bs16_ep50_lr0.001_optRMSprop_df0.5_wd0.0001
imagensCNNfase5_2026-04-22_03-37-10_bs16_ep50_lr0.0007_optRMSprop_df0.6_wd0.0,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase5\imagensCNNfase5_2026-04-22_03-37-10_bs16_ep50_lr0.0007_optRMSprop_df0.6_wd0.0,42,cuda,256,16,50,50,0.0007,RMSprop,0.6,0.0,False,10,0.504484,1,0.50032,0.69325,2549.7361,0.488476,0.455504,0.488202,0.373143,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase5\imagensCNNfase5_2026-04-22_03-37-10_bs16_ep50_lr0.0007_optRMSprop_df0.6_wd0.0\best_model.pt,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase5\imagensCNNfase5_2026-04-22_03-37-10_bs16_ep50_lr0.0007_optRMSprop_df0.6_wd0.0\metrics.json,imagensCNNfase5,imagensCNNfase5_2026-04-22_03-37-10_bs16_ep50_lr0.0007_optRMSprop_df0.6_wd0.0
imagensCNNfase5_2026-04-21_19-04-20_bs16_ep50_lr0.0005_optRMSprop_df0.6_wd0.0,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase5\imagensCNNfase5_2026-04-21_19-04-20_bs16_ep50_lr0.0005_optRMSprop_df0.6_wd0.0,42,cuda,256,16,50,50,0.0005,RMSprop,0.6,0.0,False,10,0.501922,1,0.50032,0.693477,2566.9952,0.503521,0.56603,0.503832,0.350854,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase5\imagensCNNfase5_2026-04-21_19-04-20_bs16_ep50_lr0.0005_optRMSprop_df0.6_wd0.0\best_model.pt,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase5\imagensCNNfase5_2026-04-21_19-04-20_bs16_ep50_lr0.0005_optRMSprop_df0.6_wd0.0\metrics.json,imagensCNNfase5,imagensCNNfase5_2026-04-21_19-04-20_bs16_ep50_lr0.0005_optRMSprop_df0.6_wd0.0
imagensCNNfase5_2026-04-21_20-30-14_bs16_ep50_lr0.0005_optRMSprop_df0.7_wd0.0,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase5\imagensCNNfase5_2026-04-21_20-30-14_bs16_ep50_lr0.0005_optRMSprop_df0.7_wd0.0,42,cuda,256,16,50,50,0.0005,RMSprop,0.7,0.0,False,10,0.50032,2,0.50032,0.693477,2552.9385,0.50032,0.25016,0.5,0.333476,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase5\imagensCNNfase5_2026-04-21_20-30-14_bs16_ep50_lr0.0005_optRMSprop_df0.7_wd0.0\best_model.pt,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase5\imagensCNNfase5_2026-04-21_20-30-14_bs16_ep50_lr0.0005_optRMSprop_df0.7_wd0.0\metrics.json,imagensCNNfase5,imagensCNNfase5_2026-04-21_20-30-14_bs16_ep50_lr0.0005_optRMSprop_df0.7_wd0.0
imagensCNNfase5_2026-04-22_05-02-36_bs16_ep50_lr0.0007_optRMSprop_df0.7_wd0.0,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase5\imagensCNNfase5_2026-04-22_05-02-36_bs16_ep50_lr0.0007_optRMSprop_df0.7_wd0.0,42,cuda,256,16,50,50,0.0007,RMSprop,0.7,0.0,False,10,0.50032,2,0.50032,0.69325,2544.8197,0.50032,0.25016,0.5,0.333476,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase5\imagensCNNfase5_2026-04-22_05-02-36_bs16_ep50_lr0.0007_optRMSprop_df0.7_wd0.0\best_model.pt,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase5\imagensCNNfase5_2026-04-22_05-02-36_bs16_ep50_lr0.0007_optRMSprop_df0.7_wd0.0\metrics.json,imagensCNNfase5,imagensCNNfase5_2026-04-22_05-02-36_bs16_ep50_lr0.0007_optRMSprop_df0.7_wd0.0
